"id","modulo_id","titulo","video","pdf_questoes","pdf_resolucao","descricao"
"1","2","Introdução à Álgebra: Conceitos Básicos","https://www.youtube.com/watch?v=0UGJRHq2PS4&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=1",NULL,NULL,"Nesta aula, abordaremos os conceitos iniciais fundamentais da álgebra, uma das áreas mais importantes da matemática. A álgebra lida com símbolos e as regras para manipulação desses símbolos, permitindo resolver uma ampla gama de problemas matemáticos. Começaremos com os conceitos de variáveis, constantes e expressões algébricas. Além disso, explicaremos como essas ferramentas podem ser utilizadas para resolver equações e entender as relações entre diferentes valores. A compreensão desses conceitos é essencial para avançar em outras disciplinas matemáticas, como geometria, cálculo e aritmética, e também serve de base para o aprendizado em física, economia e outras áreas científicas. A aula incluirá exemplos práticos de resolução de equações simples para aplicar o que foi aprendido."
"2","2","Equações de 1º Grau: Resolução e Aplicações","https://www.youtube.com/watch?v=0UGJRHq2PS4&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=2",NULL,NULL,"Nesta aula, iremos estudar as equações de primeiro grau, que são aquelas que envolvem uma variável elevada à primeira potência. Vamos aprender a identificar uma equação do primeiro grau, compreender seus componentes e os diferentes métodos para resolvê-las, como adição, subtração, multiplicação e divisão de termos. Além disso, discutiremos a aplicação dessas equações em diversos contextos práticos, como no cálculo de valores desconhecidos em situações financeiras, no ajuste de preços e na previsão de custos em negócios. Serão apresentados exemplos reais e explicações sobre como utilizar essas ferramentas de forma eficiente em problemas do cotidiano."
"3","2","Funções Lineares: Entendendo o Conceito","https://www.youtube.com/watch?v=BhDm2qGy780&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=3",NULL,NULL,"Nesta aula, vamos nos aprofundar no conceito de funções lineares, que têm a forma matemática y = mx + b, onde m é o coeficiente angular e b é o coeficiente linear. Vamos entender como as variações nos valores de m e b afetam o gráfico dessa função, além de aprender a interpretar e a representar essa função em um plano cartesiano. Exploraremos, também, aplicações práticas das funções lineares em contextos do mundo real, como a determinação de preços, a análise de custos e a modelagem de descontos progressivos em promoções. Compreender as funções lineares é essencial para avançar em temas mais complexos de álgebra e cálculo."
"4","2","Geometria Plana: Áreas e Perímetros de Figuras Planas","https://www.youtube.com/watch?v=YJyY6A_MOQc&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=4",NULL,NULL,"A geometria plana é uma das disciplinas mais práticas da matemática, lidando com figuras em duas dimensões. Nesta aula, vamos estudar como calcular as áreas e os perímetros de diversas figuras geométricas, como quadrados, retângulos, triângulos, círculos, entre outras formas. Vamos aplicar as fórmulas matemáticas necessárias para realizar esses cálculos e entender como essas medições são essenciais em situações cotidianas. Por exemplo, essas habilidades podem ser úteis em projetos de construção, na confecção de embalagens, no planejamento de jardins e até em decisões financeiras, como o cálculo de custos de materiais em reformas ou construções."
"5","2","Teorema de Pitágoras: Aplicações em Triângulos Retângulos","https://www.youtube.com/watch?v=SgJpB78R7x0&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=5",NULL,NULL,"O Teorema de Pitágoras é uma das leis mais importantes da geometria, utilizado para encontrar a medida de um lado de um triângulo retângulo quando se conhece os outros dois lados. O teorema afirma que o quadrado da hipotenusa (o lado oposto ao ângulo reto) é igual à soma dos quadrados dos catetos. Nesta aula, vamos explorar como aplicar essa fórmula para resolver problemas geométricos e práticos. Veremos, também, diversas maneiras de aplicar o Teorema de Pitágoras em situações cotidianas, como no planejamento de construções, na navegação e até no design de circuitos elétricos e sistemas de comunicação, mostrando sua relevância em várias áreas do conhecimento."
"6","2","Progressões Aritméticas: Definição e Exemplos","https://www.youtube.com/watch?v=4Vfw1XiHTpM&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=6",NULL,NULL,"As progressões aritméticas (PA) são sequências numéricas em que cada termo após o primeiro é obtido pela soma de um valor constante. Nesta aula, vamos explorar como identificar uma PA, como calcular seu valor geral e também o valor do n-ésimo termo dessa sequência. Vamos abordar exemplos práticos e aprender a utilizar a fórmula da soma dos termos de uma PA. Compreender as progressões aritméticas é fundamental para resolver problemas do cotidiano, como o cálculo de juros simples, planejamento financeiro, organização de pagamentos mensais e até mesmo o ajuste de saldos em contas bancárias."
"7","2","Equações Quadráticas: Resolução e Gráficos","https://www.youtube.com/watch?v=QmIjZgKhAEo&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=7",NULL,NULL,"As equações quadráticas são aquelas em que a variável está elevada ao quadrado. Nesta aula, vamos aprender a resolver equações quadráticas usando diferentes métodos, como fatoração, a fórmula de Bhaskara e o método de completar o quadrado. Também discutiremos a importância do gráfico dessas equações, que forma uma parábola no plano cartesiano, e como representar graficamente as soluções dessas equações. A compreensão das equações quadráticas é essencial em várias áreas da matemática e suas aplicações, como em problemas de física, economia e até na engenharia, onde o comportamento de sistemas é modelado por essas equações."
"8","2","Geometria Espacial: Volume de Sólidos","https://www.youtube.com/watch?v=04nnroZrmgg&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=8",NULL,NULL,"Na geometria espacial, estudamos figuras tridimensionais, como cubos, esferas, cilindros e pirâmides. Nesta aula, vamos aprender a calcular o volume desses sólidos utilizando fórmulas específicas para cada tipo de figura. Veremos como calcular o volume de um cilindro, uma esfera, um cubo e outras formas tridimensionais, além de discutir como esses cálculos são usados no mundo real. Esses conceitos são aplicados em diversos campos, como em cálculos de capacidade de recipientes, no design e fabricação de produtos, e até em projetos de construção civil e arquitetura."
"9","2","Funções Quadráticas: Características e Gráficos","https://www.youtube.com/watch?v=_3YQvVKbqn0&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=9",NULL,NULL,"As funções quadráticas são representadas por equações do tipo f(x) = ax² + bx + c, onde a, b e c são constantes. Nesta aula, vamos explorar as principais características dessas funções, como o vértice da parábola, a concavidade, as raízes e a simetria. Também veremos como o gráfico de uma função quadrática é uma parábola e como representá-la de forma precisa. Além disso, discutiremos aplicações das funções quadráticas, como na modelagem de movimentos de projéteis, no estudo de fenômenos naturais e em cálculos financeiros relacionados a investimentos e crescimento."
"10","2","Progressões Geométricas: Definição e Aplicações","https://www.youtube.com/watch?v=3amBZupsIdc&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=10",NULL,NULL,"As progressões geométricas (PG) são sequências numéricas em que cada termo é obtido multiplicando o termo anterior por uma constante chamada razão. Nesta aula, vamos aprender a identificar uma progressão geométrica, calcular o n-ésimo termo e também entender como calcular a soma dos termos de uma PG. Além disso, exploraremos as aplicações práticas das progressões geométricas, especialmente em situações financeiras, como no cálculo de juros compostos, investimentos a longo prazo e outros cenários em que os valores aumentam ou diminuem exponencialmente."
"11","2","Trigonometria: Seno, Cosseno e Tangente","https://www.youtube.com/watch?v=Jf0sA3wBqXE&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=11",NULL,NULL,"A trigonometria é uma parte fundamental da matemática, especialmente para o estudo de triângulos e suas propriedades. Nesta aula, vamos aprender sobre as três funções trigonométricas básicas: seno, cosseno e tangente, focando em como calcular esses valores em triângulos retângulos. Além disso, discutiremos as aplicações práticas da trigonometria em diversas áreas, como na física, na engenharia, na navegação e até em áreas como a arquitetura e a medicina, mostrando a importância dessa área da matemática para a resolução de problemas complexos e a análise de fenômenos do mundo real."
"12","2","Cálculo Diferencial: Derivadas e Suas Aplicações","https://www.youtube.com/watch?v=GPTxrh_mhow&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=12",NULL,NULL,"O cálculo diferencial é uma das áreas mais essenciais da matemática moderna. Nesta aula, vamos aprender o conceito de derivada, que descreve a taxa de variação de uma função em relação a uma variável. Vamos entender como calcular derivadas e explorar como elas são aplicadas na resolução de problemas do mundo real, como otimização de lucros e minimização de custos em empresas, além de sua utilização em modelagem de fenômenos naturais, como a velocidade de partículas e o crescimento populacional. Compreender as derivadas é crucial para quem deseja aprofundar seus estudos em cálculo e em diversas áreas da ciência e da engenharia."
"13","2","Introdução à Álgebra: Conceitos Básicos","https://www.youtube.com/watch?v=Tu08PYjt-2Q&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=14",NULL,NULL,"Nesta aula, vamos abordar os conceitos iniciais de álgebra. A álgebra é a área da matemática que lida com símbolos e as regras para manipulação desses símbolos. Começaremos explicando o que são variáveis, constantes, expressões algébricas e como utilizar essas ferramentas para resolver problemas matemáticos. A compreensão desses conceitos é fundamental para avançar nas aulas de álgebra e em outras áreas da matemática, como a geometria e a aritmética. Vamos praticar resolver equações simples e entender a lógica por trás das operações algébricas."
"14","2","Equações de 1º Grau: Resolução e Aplicações","https://www.youtube.com/watch?v=GPTxrh_mhow&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=12",NULL,NULL,"Nesta aula, vamos estudar as equações de primeiro grau, que são aquelas que envolvem uma variável elevada à primeira potência. Vamos aprender a identificar uma equação do primeiro grau e os métodos para resolvê-las, como a adição e subtração de termos, a multiplicação e divisão de ambos os lados da equação. Também veremos exemplos práticos de como aplicar essas equações na resolução de problemas cotidianos, como o cálculo de valores desconhecidos em situações financeiras e de negócios."
"15","2","Funções Lineares: Entendendo o Conceito","https://www.youtube.com/watch?v=Tu08PYjt-2Q&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=14",NULL,NULL,"Nesta aula, vamos explorar o conceito de funções lineares. Funções lineares são aquelas que têm a forma y = mx + b, onde m é o coeficiente angular e b é o coeficiente linear. Vamos entender como a mudança nos valores de m e b altera o gráfico da função e como representar essa função em um plano cartesiano. Além disso, discutiremos algumas aplicações práticas das funções lineares, como a determinação do custo de produção de um item em uma fábrica ou o cálculo de descontos progressivos em promoções."
"16","2","Geometria Plana: Áreas e Perímetros de Figuras Planas","https://www.youtube.com/watch?v=GPTxrh_mhow&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=12",NULL,NULL,"A geometria plana é uma parte importante da matemática, que lida com figuras em duas dimensões. Nesta aula, vamos estudar como calcular as áreas e os perímetros de figuras geométricas, como quadrados, retângulos, triângulos, círculos e outras formas. Vamos aprender a usar as fórmulas matemáticas para calcular essas medidas e entender como elas são úteis em diversas situações cotidianas, como no planejamento de um jardim, na construção de uma casa ou no cálculo de materiais necessários para confeccionar uma embalagem."
"17","2","Teorema de Pitágoras: Aplicações em Triângulos Retângulos","https://www.youtube.com/watch?v=Tu08PYjt-2Q&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=14",NULL,NULL,"O Teorema de Pitágoras é uma das leis mais fundamentais da geometria. Nesta aula, vamos estudar o teorema que afirma que, em um triângulo retângulo, o quadrado da hipotenusa é igual à soma dos quadrados dos catetos. Vamos aprender a aplicar essa fórmula para calcular o comprimento de um dos lados de um triângulo retângulo, dado os outros dois. Também vamos explorar as muitas maneiras de aplicar o Teorema de Pitágoras no mundo real, como em projetos de construção, na navegação e no design de circuitos elétricos."
"18","2","Progressões Aritméticas: Definição e Exemplos","https://www.youtube.com/watch?v=YEaQDJeADTg&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=18",NULL,NULL,"As progressões aritméticas (PA) são sequências numéricas em que cada termo após o primeiro é obtido pela soma de um valor constante. Nesta aula, vamos entender como identificar uma progressão aritmética, como calcular seu valor geral e o valor do n-ésimo termo. Vamos praticar com exemplos diversos e aprender a utilizar a fórmula da soma dos termos de uma PA. Essa compreensão é útil para resolver problemas do dia a dia, como o cálculo de juros simples e o planejamento de pagamentos de parcelas mensais."
"19","2","Equações Quadráticas: Resolução e Gráficos","https://www.youtube.com/watch?v=6YnChMLDcos&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=19",NULL,NULL,"As equações quadráticas são aquelas em que a variável está elevada ao quadrado. Nesta aula, vamos aprender a resolver equações quadráticas utilizando o método da fatoração, a fórmula de Bhaskara e o método de completar o quadrado. Além disso, vamos estudar como representar as soluções de uma equação quadrática graficamente, em um plano cartesiano, como uma parábola. A resolução de equações quadráticas é essencial para entender diversas áreas da matemática, como a física e a economia."
"20","2","Geometria Espacial: Volume de Sólidos","https://www.youtube.com/watch?v=YEaQDJeADTg&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=18",NULL,NULL,"Na geometria espacial, estudamos figuras tridimensionais, como cubos, esferas, cilindros e pirâmides. Nesta aula, vamos aprender a calcular o volume desses sólidos utilizando fórmulas específicas. Vamos ver como calcular o volume de um cilindro, uma esfera e um cubo, e também entender como esses cálculos são aplicados no mundo real, como no cálculo de quantidade de materiais necessários para fabricar objetos ou calcular a capacidade de recipientes e reservatórios."
"21","2","Funções Quadráticas: Características e Gráficos","https://www.youtube.com/watch?v=6YnChMLDcos&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=19",NULL,NULL,"As funções quadráticas são representadas por equações do tipo f(x) = ax² + bx + c, onde a, b e c são constantes. Nesta aula, vamos aprender as propriedades dessas funções, como o vértice, a concavidade e as raízes. Vamos também explorar o gráfico de uma função quadrática, que é uma parábola. Além disso, estudaremos como as funções quadráticas são usadas em várias áreas, como na modelagem de movimentos de projéteis e no estudo de fenômenos naturais."
"22","2","Progressões Geométricas: Definição e Aplicações","https://www.youtube.com/watch?v=YEaQDJeADTg&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=18",NULL,NULL,"As progressões geométricas (PG) são sequências numéricas em que cada termo é obtido multiplicando o anterior por uma constante chamada razão. Nesta aula, vamos aprender a identificar uma progressão geométrica e a calcular o n-ésimo termo de uma PG. Também veremos como calcular a soma dos termos de uma progressão geométrica e as aplicações dessa sequência em situações financeiras, como no cálculo de juros compostos."
"23","2","Trigonometria: Seno, Cosseno e Tangente","https://www.youtube.com/watch?v=6YnChMLDcos&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=19",NULL,NULL,"A trigonometria é uma área da matemática que estuda as relações entre os lados e os ângulos de um triângulo. Nesta aula, vamos focar em três funções trigonométricas básicas: seno, cosseno e tangente. Vamos aprender como calcular essas funções em um triângulo retângulo e entender suas aplicações práticas em áreas como a física, a engenharia e a navegação. A compreensão dessas funções é essencial para a resolução de muitos problemas matemáticos complexos."
"24","2","Cálculo Diferencial: Derivadas e Suas Aplicações","https://www.youtube.com/watch?v=N27xZJj1m-4&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=30",NULL,NULL,"O cálculo diferencial é uma das áreas mais importantes da matemática moderna. Nesta aula, vamos aprender o conceito de derivada, que mede a taxa de variação de uma função. Vamos entender como calcular derivadas e explorar as aplicações desse conceito em problemas de otimização, como maximizar lucros ou minimizar custos, e na modelagem de fenômenos naturais, como o movimento de partículas ou a taxa de crescimento de populações."
"25","1","Introdução à Álgebra: Conceitos Básicos","https://www.youtube.com/watch?v=e78_5WIssSU&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB",NULL,NULL,"Nesta aula, abordaremos os conceitos iniciais fundamentais da álgebra, uma das áreas mais importantes da matemática. A álgebra lida com símbolos e as regras para manipulação desses símbolos, permitindo resolver uma ampla gama de problemas matemáticos. Começaremos com os conceitos de variáveis, constantes e expressões algébricas. Além disso, explicaremos como essas ferramentas podem ser utilizadas para resolver equações e entender as relações entre diferentes valores. A compreensão desses conceitos é essencial para avançar em outras disciplinas matemáticas, como geometria, cálculo e aritmética, e também serve de base para o aprendizado em física, economia e outras áreas científicas. A aula incluirá exemplos práticos de resolução de equações simples para aplicar o que foi aprendido."
"26","1","Equações de 1º Grau: Resolução e Aplicações","https://www.youtube.com/watch?v=0UGJRHq2PS4&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=2",NULL,NULL,"Nesta aula, iremos estudar as equações de primeiro grau, que são aquelas que envolvem uma variável elevada à primeira potência. Vamos aprender a identificar uma equação do primeiro grau, compreender seus componentes e os diferentes métodos para resolvê-las, como adição, subtração, multiplicação e divisão de termos. Além disso, discutiremos a aplicação dessas equações em diversos contextos práticos, como no cálculo de valores desconhecidos em situações financeiras, no ajuste de preços e na previsão de custos em negócios. Serão apresentados exemplos reais e explicações sobre como utilizar essas ferramentas de forma eficiente em problemas do cotidiano."
"27","3","Funções Lineares: Entendendo o Conceito","https://www.youtube.com/watch?v=BhDm2qGy780&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=3",NULL,NULL,"Nesta aula, vamos nos aprofundar no conceito de funções lineares, que têm a forma matemática y = mx + b, onde m é o coeficiente angular e b é o coeficiente linear. Vamos entender como as variações nos valores de m e b afetam o gráfico dessa função, além de aprender a interpretar e a representar essa função em um plano cartesiano. Exploraremos, também, aplicações práticas das funções lineares em contextos do mundo real, como a determinação de preços, a análise de custos e a modelagem de descontos progressivos em promoções. Compreender as funções lineares é essencial para avançar em temas mais complexos de álgebra e cálculo."
"28","3","Geometria Plana: Áreas e Perímetros de Figuras Planas","https://www.youtube.com/watch?v=YJyY6A_MOQc&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=4",NULL,NULL,"A geometria plana é uma das disciplinas mais práticas da matemática, lidando com figuras em duas dimensões. Nesta aula, vamos estudar como calcular as áreas e os perímetros de diversas figuras geométricas, como quadrados, retângulos, triângulos, círculos, entre outras formas. Vamos aplicar as fórmulas matemáticas necessárias para realizar esses cálculos e entender como essas medições são essenciais em situações cotidianas. Por exemplo, essas habilidades podem ser úteis em projetos de construção, na confecção de embalagens, no planejamento de jardins e até em decisões financeiras, como o cálculo de custos de materiais em reformas ou construções."
"29","4","Teorema de Pitágoras: Aplicações em Triângulos Retângulos","https://www.youtube.com/watch?v=SgJpB78R7x0&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=5",NULL,NULL,"O Teorema de Pitágoras é uma das leis mais importantes da geometria, utilizado para encontrar a medida de um lado de um triângulo retângulo quando se conhece os outros dois lados. O teorema afirma que o quadrado da hipotenusa (o lado oposto ao ângulo reto) é igual à soma dos quadrados dos catetos. Nesta aula, vamos explorar como aplicar essa fórmula para resolver problemas geométricos e práticos. Veremos, também, diversas maneiras de aplicar o Teorema de Pitágoras em situações cotidianas, como no planejamento de construções, na navegação e até no design de circuitos elétricos e sistemas de comunicação, mostrando sua relevância em várias áreas do conhecimento."
"30","4","Progressões Aritméticas: Definição e Exemplos","https://www.youtube.com/watch?v=4Vfw1XiHTpM&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=6",NULL,NULL,"As progressões aritméticas (PA) são sequências numéricas em que cada termo após o primeiro é obtido pela soma de um valor constante. Nesta aula, vamos explorar como identificar uma PA, como calcular seu valor geral e também o valor do n-ésimo termo dessa sequência. Vamos abordar exemplos práticos e aprender a utilizar a fórmula da soma dos termos de uma PA. Compreender as progressões aritméticas é fundamental para resolver problemas do cotidiano, como o cálculo de juros simples, planejamento financeiro, organização de pagamentos mensais e até mesmo o ajuste de saldos em contas bancárias."
"31","5","Equações Quadráticas: Resolução e Gráficos","https://www.youtube.com/watch?v=QmIjZgKhAEo&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=7",NULL,NULL,"As equações quadráticas são aquelas em que a variável está elevada ao quadrado. Nesta aula, vamos aprender a resolver equações quadráticas usando diferentes métodos, como fatoração, a fórmula de Bhaskara e o método de completar o quadrado. Também discutiremos a importância do gráfico dessas equações, que forma uma parábola no plano cartesiano, e como representar graficamente as soluções dessas equações. A compreensão das equações quadráticas é essencial em várias áreas da matemática e suas aplicações, como em problemas de física, economia e até na engenharia, onde o comportamento de sistemas é modelado por essas equações."
"32","5","Geometria Espacial: Volume de Sólidos","https://www.youtube.com/watch?v=04nnroZrmgg&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=8",NULL,NULL,"Na geometria espacial, estudamos figuras tridimensionais, como cubos, esferas, cilindros e pirâmides. Nesta aula, vamos aprender a calcular o volume desses sólidos utilizando fórmulas específicas para cada tipo de figura. Veremos como calcular o volume de um cilindro, uma esfera, um cubo e outras formas tridimensionais, além de discutir como esses cálculos são usados no mundo real. Esses conceitos são aplicados em diversos campos, como em cálculos de capacidade de recipientes, no design e fabricação de produtos, e até em projetos de construção civil e arquitetura."
"33","1","Funções Quadráticas: Características e Gráficos","https://www.youtube.com/watch?v=_3YQvVKbqn0&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=9",NULL,NULL,"As funções quadráticas são representadas por equações do tipo f(x) = ax² + bx + c, onde a, b e c são constantes. Nesta aula, vamos explorar as principais características dessas funções, como o vértice da parábola, a concavidade, as raízes e a simetria. Também veremos como o gráfico de uma função quadrática é uma parábola e como representá-la de forma precisa. Além disso, discutiremos aplicações das funções quadráticas, como na modelagem de movimentos de projéteis, no estudo de fenômenos naturais e em cálculos financeiros relacionados a investimentos e crescimento."
"34","3","Progressões Geométricas: Definição e Aplicações","https://www.youtube.com/watch?v=3amBZupsIdc&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=10",NULL,NULL,"As progressões geométricas (PG) são sequências numéricas em que cada termo é obtido multiplicando o termo anterior por uma constante chamada razão. Nesta aula, vamos aprender a identificar uma progressão geométrica, calcular o n-ésimo termo e também entender como calcular a soma dos termos de uma PG. Além disso, exploraremos as aplicações práticas das progressões geométricas, especialmente em situações financeiras, como no cálculo de juros compostos, investimentos a longo prazo e outros cenários em que os valores aumentam ou diminuem exponencialmente."
"35","4","Trigonometria: Seno, Cosseno e Tangente","https://www.youtube.com/watch?v=Jf0sA3wBqXE&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=11",NULL,NULL,"A trigonometria é uma parte fundamental da matemática, especialmente para o estudo de triângulos e suas propriedades. Nesta aula, vamos aprender sobre as três funções trigonométricas básicas: seno, cosseno e tangente, focando em como calcular esses valores em triângulos retângulos. Além disso, discutiremos as aplicações práticas da trigonometria em diversas áreas, como na física, na engenharia, na navegação e até em áreas como a arquitetura e a medicina, mostrando a importância dessa área da matemática para a resolução de problemas complexos e a análise de fenômenos do mundo real."
"36","7","Cálculo Diferencial: Derivadas e Suas Aplicações","https://www.youtube.com/watch?v=GPTxrh_mhow&list=PLTPg64KdGgYhYpS5nXdFgdqEZDOS5lARB&index=12",NULL,NULL,"O cálculo diferencial é uma das áreas mais essenciais da matemática moderna. Nesta aula, vamos aprender o conceito de derivada, que descreve a taxa de variação de uma função em relação a uma variável. Vamos entender como calcular derivadas e explorar como elas são aplicadas na resolução de problemas do mundo real, como otimização de lucros e minimização de custos em empresas, além de sua utilização em modelagem de fenômenos naturais, como a velocidade de partículas e o crescimento populacional. Compreender as derivadas é crucial para quem deseja aprofundar seus estudos em cálculo e em diversas áreas da ciência e da engenharia."
